dhen,bheachd,386,
innse,dhuibh,316,
fear,eile,202,
sibh,eòlach,177,
chionn,ghoirid,176,
naoidheamh,linn,155,
mhath,leam,151,
innse,dhuinn,141,
bheil,sibh,132,
h-uile,duine,125,
bidh,sibh,123,
rèir,beul-aithris,121,
fios,agaibh,120,
eilean,sgitheanach,116,
rèir,choltais,110,
calum,cille,105,
tuigidh,sibh,103,
fuireach,anns,100,
latha,an-diugh,98,
nach,biodh,93,
cumail,a-mach,93,
sinn,sùil,89,
dòcha,nach,88,
fear,dhiubh,88,
urrainn,dhomh,87,
taobh,a-muigh,83,
t-seann,aimsir,81,
ochdamh,linn,81,
feadhainn,eile,78,
dèanamh,dheth,76,
bheir,sinn,75,
cuid,dhen,73,
deiseil,airson,73,
canaidh,sinn,69,
ceud,bliadhna,68,
bidh,fios,66,
tighinn,bhon,65,
aige,fhèin,64,
ùine,mhòr,62,
chionn,fhada,61,
siorrachd,pheairt,60,
taobh,a-staigh,60,
taobh,thall,60,
faighinn,a-mach,60,
airson,ùine,59,
airson,greis,59,
roinn,eòrpa,58,
chùil,lodair,57,
baile,beag,56,
ràdh,nach,56,
coimhead,airson,55,
aithne,dhomh,55,
loch,abar,55,
eile,anns,54,
airson,faighinn,54,
bhon,ghàidhlig,54,
t-seachdamh,linn,53,
fhicheadamh,linn,52,
fear,beag,52,
bhiodh,daoine,52,
loch,laomainn,52,
dhen,t-seòrsa,52,
fhios,agam,52,
cheann,thall,52,
bith,eile,51,
cuala,sibh,51,
obar,dheathain,51,
dhùn,èideann,51,
siorrachd,rois,51,
duine,eile,51,
mura,h-eil,50,
cheud,bliadhna,50,
airson,innse,49,
leabhar,aige,49,
ainmeil,airson,49,
chanas,sinn,48,
ceann,loch,47,
taobh,loch,47,
dhen,bhliadhna,46,
nach,maireann,46,
amharas,agam,46,
latha,dhen,46,
toirt,sùil,45,
eilean,mhanainn,45,
toigh,leam,44,
beagan,làithean,43,
taigh,aige,43,
thuirt,fear,43,
mhaighstir,alasdair,43,
bhith,cinnteach,42,
rèir,aithris,42,
seann,daoine,42,
carson,nach,41,
latha,eile,41,
ceann,greis,40,
chionn,beagan,40,
chaidh,fhoillseachadh,40,
chanadh,daoine,40,
blàr,chùil,40,
sibh,fhèin,40,
ainm,gàidhlig,40,
iongantach,mura,39,
taobh,sear,39,
gach,bliadhna,39,
làimh,eile,39,
falbh,bhon,38,
bheil,fios,38,
fhìrinn,innse,38,
bhon,uair,38,
leis,fhèin,38,
eile,airson,38,
duine,aice,38,
taobh,siar,38,
fios,aige,38,
t-siathamh,linn,38,
math,inntinneach,37,
innis,tìle,37,
thoirt,seachad,36,
leòr,airson,36,
eilein,sgitheanaich,36,
phàirt,dhen,36,
mòran,dhen,36,
agaibh,fhèin,35,
h-uile,càil,35,
bidh,daoine,35,
gach,duine,34,
beagan,bhliadhnaichean,34,
fhear,eile,34,
canaidh,daoine,34,
fios,agam,34,
dheireadh,dhen,33,
