gu,math,eadar-dhealaichte,71
sùil,a,thoirt,70
a’,bruidhinn,air,70
a’,ciallachadh,gu,70
a’,cur,air,70
agam,ann,an,70
ag,obair,còmhla,70
seo,a,chraoladh,70
a,mhàiri,anna,70
ann,a,sin,69
bidh,sibh,eòlach,69
anns,an,naoidheamh,69
thu,a’,cur,69
an,ath,litir,69
air,a’,chiad,69
a,bheil,sinn,69
an,duine,a,69
a,dhèanamh,ach,69
gàidhlig,ann,an,69
seachdad,’s,a,69
ann,mu,dheidhinn,69
leis,an,sin,69
àm,gu,àm,68
a’,tadhal,air,68
an,iar,na,68
ann,an,uair,68
bharrachd,air,sin,68
air,an,t-slighe,68
a,bu,chòir,68
a,bheil,na,68
chur,ri,chèile,68
a,bhith,aca,68
ann,an,àiteachan,68
mise,a’,smaoineachadh,68
ann,an,gallaibh,68
gum,bi,iad,68
àm,ri,teachd,68
ruaraidh,rothach,neach-aithris,68
a,bhith,anns,67
a’,chùis,air,67
nuair,a,thig,67
a,dhèanamh,airson,67
air,falbh,bho,67
stad,a,chur,67
dìreach,a’,dol,67
mi,a’,coimhead,66
thairis,air,an,66
eadar,an,dà,66
nàiseanta,na,h-alba,66
sinn,a’,faighinn,66
air,an,aon,66
’s,a,h-ochd,66
a,bhiodh,ann,66
aon,de,na,66
bheil,sinn,a’,66
seo,a,dhèanamh,66
prògram,seo,thuige,66
seo,thuige,seo,66
thuige,seo,a,66
innes,rothach,preseantair,66
bho,àm,gu,65
toirt,sùil,air,65
ann,aig,an,65
thogail,ann,an,65
nuair,a,chuala,65
ann,an,cuid,65
seo,a’,chiad,65
anns,an,dòigh,65
a,bhios,mi,65
mi,a’,faicinn,65
gu,math,doirbh,65
kerr,gibb,neach-aithris,65
a,dh’fhuireach,ann,64
aige,ann,an,64
a’,dèanamh,sin,64
air,ais,a,64
thathar,a’,smaoineachadh,64
mu,dheidhinn,a,64
mu,dheidhinn,a’,64
ann,an,sgoil,64
na,h-alba,a,64
naochad,’s,a,64
air,taobh,siar,64
anns,a’,ghàidhlig,64
a,dhol,a-mach,64
sinn,ag,iarraidh,64
feadh,na,dùthcha,64
anns,an,àite,64
chaidh,a,sgrìobhadh,63
a’,smaoineachadh,air,63
chì,sinn,dè,63
bhith,a’,faighinn,63
na,h-eileanan,siar,63
innse,dhuibh,an,63
dhuibh,an,t-seachdain,63
bhith,an,sàs,63
aig,an,deireadh,63
aig,an,ìre,63
a,bhios,an,62
ann,air,a,62
math,gu,leòr,62
bhith,air,an,62
as,dèidh,sin,62
anns,a’,choimhearsnachd,62
ach,’s,dòcha,62
coimhead,air,adhart,62
gu,math,nas,62
a,bheil,mi,61
aig,aon,àm,61
ag,èisteachd,ri,61
a,bhith,cinnteach,61
an,cuid,de,61
a,chumail,air,61
sin,a’,toirt,61
’s,ann,mar,61
airson,a,h-uile,61
cho,luath,’s,61
as,fheàrr,a,61
a’,ghobhainn,neach-aithris,61
nach,b’,urrainn,60
ann,tric,a,60
gum,biodh,an,60
fhèin,ann,an,60
air,an,àite,60
air,a’,bhaile,60
gu,bheil,sibh,60
bheachd,gu,bheil,60
blàr,chùil,lodair,60
thu,a’,dèanamh,60
iad,a’,toirt,60
a’,cur,an,60
mi,ag,obair,60
a,thoirt,dhan,60
andreas,wolff,bbc,60
wolff,bbc,an,60
an,là,glaschu,60
mar,sin,’s,59
chiad,dol,a-mach,59
a-mach,air,an,59
a,chì,sinn,59
a’,ghàidhlig,air,59
a’,dèanamh,an,59
bliadhna,às,dèidh,59
air,feadh,alba,59
an,seo,aig,59
ann,a,sheo,59
iain,macaonghais,preseantair,59
cò,às,a,58
mòr,ann,an,58
mi,a’,leughadh,58
air,an,eadar-lìon,58
gu,leòr,ach,58
b’,fheàrr,a,58
mhuinntir,an,àite,58
a,thathar,a’,58
a,chur,seachad,58
ach,anns,an,58
anns,an,dùthaich,58
rud,math,a,58
na,gàidhlig,a,58
’s,mar,sin,58
‘s,gu,bheil,58
a,th,ann,58
a,lot,of,58
