fo,77,
comharrachadh,77,
cuir,76,
cuiridh,76,
àbhaist,76,
riutha,76,
fèis,75,
obrach,75,
fhaide,75,
had,75,
mìosan,75,
because,75,
iomairt,75,
seadh,74,
bhithinn,74,
teagaisg,73,
seinn,73,
amas,73,
dad,72,
uimhir,72,
thog,72,
taighean,72,
been,72,
gàidheil,71,
thusa,71,
foghlam,71,
eisimpleir,71,
chùis,71,
buidheann,71,
andreas,71,
airgid,70,
roinn,70,
oirre,69,
beathaichean,69,
ise,68,
one,68,
mur,68,
macilleathain,68,
disathairne,68,
nochdadh,68,
stad,68,
goireasan,68,
mac,67,
chunnaic,67,
chòrd,67,
sgoiltean,67,
wolff,67,
rugadh,66,
èirigh,66,
fhìrinn,66,
leantainn,66,
dearbha,66,
sluagh,66,
seonaidh,66,
more,66,
bhliadhnaichean,65,
thar,65,
mhàiri,65,
uighean,65,
càite,65,
leotha,65,
eòlas,65,
dithis,65,
fosgailte,65,
oirnn,65,
would,65,
thathas,65,
tachartas,65,
millean,65,
our,65,
phròiseact,65,
toigh,64,
luath,64,
tìr,64,
aois,64,
òrain,64,
sìde,64,
aire,64,
droch,64,
òigridh,64,
uairean,64,
maccoinnich,63,
sìon,63,
chanainn,63,
èisteachd,63,
mar-thà,63,
cànan,63,
sgilean,63,
what,63,
fuine,62,
brèagha,62,
ionadail,62,
aonghas,62,
crìoch,62,
them,62,
coltas,62,
if,62,
coinneach,62,
buidhnean,62,
cruinneachadh,61,
strì,61,
shon,61,
tilleadh,61,
mhadainn,61,
chanadh,61,
port,61,
bhuidheann,61,
àiteachan,61,
òga,61,
stèidheachadh,61,
going,61,
planaichean,61,
làrach,61,
duais,61,
taigh-tasgaidh,61,
dhùn,60,
faclan,60,
teagamh,60,
rìgh,60,
thìde,60,
now,60,
oifigeil,60,
tàinig,60,
sgoile,60,
dràma,60,
sgeama,60,
a-null,59,
well,59,
don,59,
toir,59,
mhìle,59,
beurla,58,
oirbh,58,
sgeulachdan,58,
fhasa,58,
caoraich,58,
he,58,
out,58,
òran,57,
cruaidh,57,
chanas,57,
like,57,
sealladh,57,
neach,57,
inntinneach,56,
cùl,56,
seall,56,
fhaodadh,56,
ghabh,56,
trice,56,
coiseachd,56,
go,56,
chloinn,56,
were,56,
celsius,56,
ceist,55,
cupa,55,
leth-cheud,55,
còir,55,
feuch,55,
annta,55,
gabh,55,
fair,55,
leigeil,55,
dragh,55,
meadhan,55,
sreath,55,
we’ve,55,
fhoillseachadh,55,
fhèis,55,
gàidheal,54,
dh’fhàg,54,
bainne,54,
teachd,54,
get,54,
chaill,54,
dhuinne,54,
got,54,
siubhal,53,
bàrdachd,53,
thuige,53,
right,53,
tuigsinn,53,
ghabhas,53,
oifis,53,
new,53,
leòdhais,53,
àirde,53,
stèidhichte,52,
fhear,52,
