fhios,agad,281,
h-uile,duine,222,
h-uile,càil,180,
bidh,sinn,104,
shona,nicdhòmhnaill,92,
eilidh,nicleòid,83,
eilean,sgitheanach,76,
bheil,sinn,72,
andreas,wolff,66,
deiseil,airson,61,
urrainn,dhomh,60,
latha,an-diugh,60,
seonaidh,maccoinnich,60,
tighinn,a-steach,59,
dòcha,nach,58,
feumaidh,sinn,57,
calum,macilleathain,56,
dèanamh,cinnteach,54,
taobh,siar,54,
uabhasach,math,53,
dhùn,èideann,52,
fhuair,sinn,51,
urrainn,dhuinn,48,
còrdadh,rium,47,
chiad,uair,46,
urrainn,dhut,46,
fhios,agam,45,
aonghas,dòmhnallach,45,
uabhasach,fhèin,44,
taobh,a-muigh,44,
màiri,anna,43,
mhàiri,anna,42,
math,cudromach,42,
obar,dheathain,41,
nach,biodh,40,
gach,bliadhna,40,
sgoil,ghàidhlig,40,
taobh,eile,39,
cuimhne,agam,39,
math,tric,39,
thoirt,seachad,39,
fuireach,anns,38,
urrainn,dhaibh,38,
eilean,siar,38,
h-uile,sìon,37,
a-steach,dhan,36,
tòrr,dhaoine,36,
toigh,leam,36,
roinn,eòrpa,36,
faighinn,a-mach,36,
taobh,a-staigh,36,
tighinn,còmhla,35,
h-uile,latha,35,
dhan,àmhainn,35,
chiad,leabhar,34,
obair,còmhla,34,
dòmhnall,maclaomainn,34,
daoine,eile,33,
toirt,seachad,33,
dìreach,airson,33,
barrachd,dhaoine,33,
dòmhnall,moireasdan,33,
tighinn,a-mach,32,
math,doirbh,32,
bliadhna,bhon,32,
cheann,thall,31,
a-staigh,dhan,31,
sinn,uile,31,
dhèanamh,airson,31,
math,airson,31,
thoirt,dhan,31,
ruaraidh,rothach,31,
kerr,gibb,31,
cuiridh,sinn,30,
bhiodh,sinn,30,
dhan,eaglais,30,
chiad,turas,30,
dèanamh,tòrr,30,
bhon,uair,30,
math,dha-rìribh,30,
tighinn,a-staigh,30,
rinn,sinn,30,
feasgar,math,30,
bith,eile,29,
bidh,mise,29,
h-uile,bliadhna,29,
fàilte,oirbh,28,
chionn,ghoirid,28,
fìor,mhath,28,
faigh,sinn,28,
còmhla,rium,28,
bheil,daoine,28,
dhol,a-mach,28,
cuideachd,airson,28,
rudan,eile,27,
port,rìgh,27,
airson,daoine,26,
dhan,sgoil,26,
dhan,oilthigh,26,
bheil,sibh,26,
idir,idir,26,
fear,eile,26,
math,eadar-dhealaichte,26,
fhios,againn,26,
chaidh,seachad,26,
falbh,bhon,25,
taobh,sear,25,
toirt,cothrom,25,
tron,latha,25,
bhith,againn,25,
dhaibh,fhèin,25,
feadh,alba,25,
èirigh,suas,24,
dhol,dhan,24,
math,toilichte,24,
bhith,anns,24,
